Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),EL
NC,Charlotte-Mecklenburg Schools,NC,Lake Wylie Elementary,3.70297E+11,2015,School Administration Staff,148854,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Lake Wylie Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),309286,5.49,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Lake Wylie Elementary,3.70297E+11,2015,Non-Personnel Expenditures,153529,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Lake Wylie Elementary,3.70297E+11,2015,Total enrollment,,,4,52,2,196,286,127,19,686,95,13,112
NC,Charlotte-Mecklenburg Schools,NC,South Charlotte Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2709015,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,South Charlotte Middle,3.70297E+11,2015,Salary Amount for Teachers,2090499,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,South Charlotte Middle,3.70297E+11,2015,Instructional Aides,60092,3,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,South Charlotte Middle,3.70297E+11,2015,School Administration Staff,279127,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,South Charlotte Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),279296,5.28,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,South Charlotte Middle,3.70297E+11,2015,Non-Personnel Expenditures,204367,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,South Charlotte Middle,3.70297E+11,2015,Total enrollment,,,4,58,0,79,88,616,25,870,53,49,22
NC,Charlotte-Mecklenburg Schools,NC,University Meadows Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2975693,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,University Meadows Elementary,3.70297E+11,2015,Salary Amount for Teachers,2029767,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,University Meadows Elementary,3.70297E+11,2015,Instructional Aides,257387,13,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,University Meadows Elementary,3.70297E+11,2015,School Administration Staff,227669,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,University Meadows Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),460868,8.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,University Meadows Elementary,3.70297E+11,2015,Non-Personnel Expenditures,261359,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,University Meadows Elementary,3.70297E+11,2015,Total enrollment,,,4,40,2,178,397,46,22,689,71,7,148
NC,Charlotte-Mecklenburg Schools,NC,Irwin Academic Center,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2045177,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Irwin Academic Center,3.70297E+11,2015,Salary Amount for Teachers,1512466,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Irwin Academic Center,3.70297E+11,2015,Instructional Aides,99001,3.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Irwin Academic Center,3.70297E+11,2015,School Administration Staff,186425,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Irwin Academic Center,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),247283,4.56,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Irwin Academic Center,3.70297E+11,2015,Non-Personnel Expenditures,165208,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Irwin Academic Center,3.70297E+11,2015,Total enrollment,,,4,76,0,19,283,118,7,507,13,10,7
NC,Charlotte-Mecklenburg Schools,NC,Crown Point Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2670239,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Crown Point Elementary,3.70297E+11,2015,Salary Amount for Teachers,1974356,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Crown Point Elementary,3.70297E+11,2015,Instructional Aides,204835,10,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Crown Point Elementary,3.70297E+11,2015,School Administration Staff,246884,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Crown Point Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),244163,5.44,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Crown Point Elementary,3.70297E+11,2015,Non-Personnel Expenditures,199699,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Crown Point Elementary,3.70297E+11,2015,Total enrollment,,,4,37,4,199,235,187,19,685,44,10,136
NC,Charlotte-Mecklenburg Schools,NC,David Cox Road Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2906664,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,David Cox Road Elementary,3.70297E+11,2015,Salary Amount for Teachers,2096550,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,David Cox Road Elementary,3.70297E+11,2015,Instructional Aides,222161,10.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,David Cox Road Elementary,3.70297E+11,2015,School Administration Staff,195978,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,David Cox Road Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),391973,7.98,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,David Cox Road Elementary,3.70297E+11,2015,Non-Personnel Expenditures,252094,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,David Cox Road Elementary,3.70297E+11,2015,Total enrollment,,,13,22,4,91,511,52,19,712,65,7,61
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2931089,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2015,Salary Amount for Teachers,1383907,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2015,Instructional Aides,135714,6.82,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2015,School Administration Staff,352555,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),1058912,19.04,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2015,Non-Personnel Expenditures,236691,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Turning Point Academy,3.70297E+11,2015,Total enrollment,,,0,2,0,11,133,7,4,157,38,4,5
NC,Charlotte-Mecklenburg Schools,NC,Smithfield Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2381454,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Smithfield Elementary,3.70297E+11,2015,Salary Amount for Teachers,1921705,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Smithfield Elementary,3.70297E+11,2015,Instructional Aides,217093,12,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Smithfield Elementary,3.70297E+11,2015,School Administration Staff,108100,1,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Smithfield Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),134554,3.65,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Smithfield Elementary,3.70297E+11,2015,Non-Personnel Expenditures,180954,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Smithfield Elementary,3.70297E+11,2015,Total enrollment,,,0,16,2,163,169,328,19,697,53,22,76
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),5310812,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Elementary,3.70297E+11,2015,Salary Amount for Teachers,3593296,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Elementary,3.70297E+11,2015,Instructional Aides,418333,24,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Elementary,3.70297E+11,2015,School Administration Staff,427985,5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),871197,15.65,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Elementary,3.70297E+11,2015,Non-Personnel Expenditures,569905,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Elementary,3.70297E+11,2015,Total enrollment,,,7,103,5,619,349,43,10,1136,116,19,535
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),4106109,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Middle,3.70297E+11,2015,Salary Amount for Teachers,3085113,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Middle,3.70297E+11,2015,Instructional Aides,53749,6,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Middle,3.70297E+11,2015,School Administration Staff,291367,2.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),675878,13.75,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Middle,3.70297E+11,2015,Non-Personnel Expenditures,506823,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Albemarle Road Middle,3.70297E+11,2015,Total enrollment,,,5,85,0,481,457,70,25,1123,113,19,193
NC,Charlotte-Mecklenburg Schools,NC,Alexander Graham Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),4745320,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Alexander Graham Middle,3.70297E+11,2015,Salary Amount for Teachers,3804185,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Alexander Graham Middle,3.70297E+11,2015,Instructional Aides,88643,9,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Alexander Graham Middle,3.70297E+11,2015,School Administration Staff,314447,3,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Alexander Graham Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),538043,7.76,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Alexander Graham Middle,3.70297E+11,2015,Non-Personnel Expenditures,268789,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Alexander Graham Middle,3.70297E+11,2015,Total enrollment,,,4,43,0,106,400,850,25,1428,140,64,43
NC,Charlotte-Mecklenburg Schools,NC,J M Alexander Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2676462,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,J M Alexander Middle,3.70297E+11,2015,Salary Amount for Teachers,1920011,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,J M Alexander Middle,3.70297E+11,2015,Instructional Aides,73047,3,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,J M Alexander Middle,3.70297E+11,2015,School Administration Staff,263203,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,J M Alexander Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),420200,7.24,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,J M Alexander Middle,3.70297E+11,2015,Non-Personnel Expenditures,193106,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,J M Alexander Middle,3.70297E+11,2015,Total enrollment,,,2,37,2,112,415,196,34,798,68,37,31
NC,Charlotte-Mecklenburg Schools,NC,Allenbrook Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2389123,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Allenbrook Elementary,3.70297E+11,2015,Salary Amount for Teachers,1800373,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Allenbrook Elementary,3.70297E+11,2015,Instructional Aides,128050,5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Allenbrook Elementary,3.70297E+11,2015,School Administration Staff,167377,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Allenbrook Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),293321,5.24,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Allenbrook Elementary,3.70297E+11,2015,Non-Personnel Expenditures,262270,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Allenbrook Elementary,3.70297E+11,2015,Total enrollment,,,4,58,0,70,409,19,10,570,53,10,64
NC,Charlotte-Mecklenburg Schools,NC,Ashley Park PreK-8 School,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2533793,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ashley Park PreK-8 School,3.70297E+11,2015,Salary Amount for Teachers,1831916,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ashley Park PreK-8 School,3.70297E+11,2015,Instructional Aides,188351,11,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ashley Park PreK-8 School,3.70297E+11,2015,School Administration Staff,222414,2.82,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ashley Park PreK-8 School,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),291111,6.1,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ashley Park PreK-8 School,3.70297E+11,2015,Non-Personnel Expenditures,355308,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ashley Park PreK-8 School,3.70297E+11,2015,Total enrollment,,,4,10,0,43,562,13,13,645,74,10,25
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),7233295,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2015,Salary Amount for Teachers,5747315,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2015,Instructional Aides,116684,9.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2015,School Administration Staff,432947,4.23,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),936349,18.01,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2015,Non-Personnel Expenditures,603303,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,North Mecklenburg High,3.70297E+11,2015,Total enrollment,,,7,82,4,328,1186,361,52,2020,167,55,100
NC,Charlotte-Mecklenburg Schools,NC,Northeast Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2830400,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northeast Middle,3.70297E+11,2015,Salary Amount for Teachers,2110351,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northeast Middle,3.70297E+11,2015,Instructional Aides,88246,9.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northeast Middle,3.70297E+11,2015,School Administration Staff,242076,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northeast Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),389726,9.6,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northeast Middle,3.70297E+11,2015,Non-Personnel Expenditures,267503,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northeast Middle,3.70297E+11,2015,Total enrollment,,,10,10,2,211,298,154,28,713,101,19,55
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),4009470,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2015,Salary Amount for Teachers,3072630,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2015,Instructional Aides,71547,3,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2015,School Administration Staff,318930,2.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),546362,10.07,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2015,Non-Personnel Expenditures,281783,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Northwest School of the Arts,3.70297E+11,2015,Total enrollment,,,7,17,2,64,496,376,52,1014,56,70,4
NC,Charlotte-Mecklenburg Schools,NC,Oakdale Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2717472,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Oakdale Elementary,3.70297E+11,2015,Salary Amount for Teachers,1704457,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Oakdale Elementary,3.70297E+11,2015,Instructional Aides,207787,12,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Oakdale Elementary,3.70297E+11,2015,School Administration Staff,295634,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Oakdale Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),509593,9.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Oakdale Elementary,3.70297E+11,2015,Non-Personnel Expenditures,325756,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Oakdale Elementary,3.70297E+11,2015,Total enrollment,,,4,22,0,103,499,28,7,663,62,7,64
NC,Charlotte-Mecklenburg Schools,NC,Bruns Academy,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3688408,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bruns Academy,3.70297E+11,2015,Salary Amount for Teachers,2620403,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bruns Academy,3.70297E+11,2015,Instructional Aides,206648,9.98,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bruns Academy,3.70297E+11,2015,School Administration Staff,358073,2.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bruns Academy,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),503282,9.45,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bruns Academy,3.70297E+11,2015,Non-Personnel Expenditures,391058,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bruns Academy,3.70297E+11,2015,Total enrollment,,,2,22,2,73,733,4,7,843,101,10,55
NC,Charlotte-Mecklenburg Schools,NC,Olde Providence Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2603018,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Olde Providence Elementary,3.70297E+11,2015,Salary Amount for Teachers,1979937,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Olde Providence Elementary,3.70297E+11,2015,Instructional Aides,195328,10,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Olde Providence Elementary,3.70297E+11,2015,School Administration Staff,156591,2.69,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Olde Providence Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),271161,6.27,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Olde Providence Elementary,3.70297E+11,2015,Non-Personnel Expenditures,150621,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Olde Providence Elementary,3.70297E+11,2015,Total enrollment,,,0,58,2,37,76,547,13,733,68,13,22
NC,Charlotte-Mecklenburg Schools,NC,Park Road Montessori,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2436484,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Park Road Montessori,3.70297E+11,2015,Salary Amount for Teachers,1407850,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Park Road Montessori,3.70297E+11,2015,Instructional Aides,496075,25.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Park Road Montessori,3.70297E+11,2015,School Administration Staff,241255,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Park Road Montessori,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),291304,6.76,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Park Road Montessori,3.70297E+11,2015,Non-Personnel Expenditures,119286,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Park Road Montessori,3.70297E+11,2015,Total enrollment,,,4,49,2,31,73,349,16,524,32,7,4
NC,Charlotte-Mecklenburg Schools,NC,Paw Creek Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2511839,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Paw Creek Elementary,3.70297E+11,2015,Salary Amount for Teachers,1738705,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Paw Creek Elementary,3.70297E+11,2015,Instructional Aides,195360,10,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Paw Creek Elementary,3.70297E+11,2015,School Administration Staff,232078,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Paw Creek Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),345694,4.67,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Paw Creek Elementary,3.70297E+11,2015,Non-Personnel Expenditures,223953,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Paw Creek Elementary,3.70297E+11,2015,Total enrollment,,,5,22,0,202,289,46,10,574,68,0,139
NC,Charlotte-Mecklenburg Schools,NC,Piedmont IB Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2981451,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piedmont IB Middle,3.70297E+11,2015,Salary Amount for Teachers,2334138,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piedmont IB Middle,3.70297E+11,2015,Instructional Aides,45018,3,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piedmont IB Middle,3.70297E+11,2015,School Administration Staff,290469,3,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piedmont IB Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),311825,5.49,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piedmont IB Middle,3.70297E+11,2015,Non-Personnel Expenditures,269565,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piedmont IB Middle,3.70297E+11,2015,Total enrollment,,,4,85,0,88,610,202,49,1038,23,37,2
NC,Charlotte-Mecklenburg Schools,NC,Pineville Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3141514,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pineville Elementary,3.70297E+11,2015,Salary Amount for Teachers,2388569,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pineville Elementary,3.70297E+11,2015,Instructional Aides,224630,12,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pineville Elementary,3.70297E+11,2015,School Administration Staff,183122,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pineville Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),345192,8.24,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pineville Elementary,3.70297E+11,2015,Non-Personnel Expenditures,206012,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pineville Elementary,3.70297E+11,2015,Total enrollment,,,4,40,0,265,211,292,13,825,68,10,106
NC,Charlotte-Mecklenburg Schools,NC,Pinewood Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2507158,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pinewood Elementary,3.70297E+11,2015,Salary Amount for Teachers,1733502,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pinewood Elementary,3.70297E+11,2015,Instructional Aides,233564,12,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pinewood Elementary,3.70297E+11,2015,School Administration Staff,163521,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pinewood Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),376570,5.58,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pinewood Elementary,3.70297E+11,2015,Non-Personnel Expenditures,301468,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Pinewood Elementary,3.70297E+11,2015,Total enrollment,,,4,25,0,262,172,55,2,520,83,0,172
NC,Charlotte-Mecklenburg Schools,NC,Piney Grove Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3778255,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piney Grove Elementary,3.70297E+11,2015,Salary Amount for Teachers,2693574,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piney Grove Elementary,3.70297E+11,2015,Instructional Aides,259975,12,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piney Grove Elementary,3.70297E+11,2015,School Administration Staff,288566,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piney Grove Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),536138,8.75,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piney Grove Elementary,3.70297E+11,2015,Non-Personnel Expenditures,458490,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Piney Grove Elementary,3.70297E+11,2015,Total enrollment,,,4,25,2,430,352,100,16,929,104,10,220
NC,Charlotte-Mecklenburg Schools,NC,Quail Hollow Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3268432,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Quail Hollow Middle,3.70297E+11,2015,Salary Amount for Teachers,2576989,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Quail Hollow Middle,3.70297E+11,2015,Instructional Aides,109522,6,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Quail Hollow Middle,3.70297E+11,2015,School Administration Staff,273415,3.99,,,,,,,,,,,
